,politician,text,title
0,Mark Schauer,"BREAK IN TRANSCRIPT.Mr. SCHAUER. Thank you, Mr. Perriello and Mr. Duncan.We need common sense in Washington, and unfortunately there is too little of it at this time. That's why I decided to sign on and be a primary cosponsor of this bill, the Surface Transportation Savings Act of 2010. The bill will lead to real savings and real deficit reduction, and we need to fight for that at this very difficult time in our country.As has been said, the Surface Transportation Savings Act of 2010 reduces the contract authority that is currently available for certain highway safety and transit programs by $107 million. Let me say that again, $107 million. That's real money. While this may not, in and of itself, directly reduce outlays this current fiscal year, it takes $107 million off the table so that it cannot be used to increase spending in the future.Now, as my colleague, Mr. Perriello, said, there are a couple of ways that this $107 million could be used to increase spending and increase the Federal budget deficit. We know that a future appropriations act could use these dollars and appropriate them and spend them on these current programs within the Department of Transportation. But let's be clear, there is a very real threat. The Congressional Budget Office may not see it, and I can understand why they may not trust the Congress to act responsibly, but twice already this Congress has tried to use these available dollars within other programs.H.R. 4899, the FY 2010 Emergency Supplemental Appropriations bill that was passed by the House of Representatives earlier this month included $2.2 billion of rescinded highway contract authorities. So these are dollars that were budgeted but were not spent. And again, if we don't act, those kinds of available dollars will be spent.Now, to make it even more directly relevant to this bill and to the Congressional Budget Office's analysis, H.R. 4899, this Emergency Supplemental Appropriations bill, tried to spend $25 million that would be taken off the table by this Surface Transportation Savings Act. So I don't think we could be any more clear than the threat that is before us.I couldn't agree more that we must address real deficit reduction one step at a time. This is a critical, critical step to do that. And I'll tell you, the people in Michigan's Seventh Congressional District believe $107 million is real money.By not acting, the threat is real that these available dollars will be spent. By passing this bill today, the United States House of Representatives will remove $107 million that would likely be spent for some other program.We must act to make sure that we restrain and constrain spending in a way that results in deficit reduction. That's why I'm proud to stand in support of this bill and hope that both my Democratic and Republican colleagues take decisive action to make sure that neither this Congress nor future Congresses spend money that we can't afford.BREAK IN TRANSCRIPT.",Surface Transportation Savings Act of 2010
0,Mark Schauer,"Letter to Vice President Biden brings changes to enforcement of the Recovery Act's Buy American provisionsToday Congressman Mark Schauer (D-MI) released changes in the enforcement of the American Recovery and Reinvestment Act's Buy American provisions as detailed in a letter from Vice President Joe Biden. Schauer wrote to Biden on June 22 on behalf of Full Spectrum Solutions, a Jackson-based business that manufactures energy efficient lighting products and had lost contracts due to other companies violating these provisions. Biden's response described immediate steps that the Department of Energy (DOE) will take to make the process fairer for American businesses, based on solutions Schauer proposed.""This is good news for businesses like Full Spectrum Solutions, American taxpayers, and American workers,"" said Schauer. ""I am encouraged by the nearly point-by-point response I received from Vice President Biden and the Department of Energy on this issue, especially at a time when job creation is so critical. We need to make sure our taxpayer dollars are creating jobs for workers here at home, and these changes will help us hold bad actors accountable, level the playing field for American businesses and open doors for companies like Full Spectrum Solutions to create more jobs right here in Michigan.""The solutions that the Administration and the DOE are implementing reflect nearly all of the suggestions made by Schauer in his letter. The DOE has now sent additional guidance to all grantees regarding their responsibilities under the Buy American provisions of the Recovery Act. A new mechanism has been created to give businesses a fast, effective way to report violations, as well as a streamlined process for the DOE to investigate and respond to complaints. The DOE is also investigating the specific claims of fraudulent activity raised by Full Spectrum Solutions.""This is exactly the kind of solution we were looking for when we approached Congressman Schauer with this problem, and thanks to his hard work, companies that play fair and comply with Buy American requirements will no longer lose contracts because of it,"" said Mike Nevins, President and CEO of Full Spectrum Solutions. ""This will make a big difference for businesses like ours that want to make sure our products, and the products we purchase from other companies, are helping American workers instead of workers in China.""""This is a big step in the right direction, but we must remain vigilant about enforcing our Buy American laws,"" said Schauer. ""We simply can't afford to waste our taxpayer dollars on products that create jobs for workers in China instead of here in America.""Copies of Schauer's letter to Biden, Biden's response, and the DOE's new Buy American Program Notice are included as attachments to this document. The new Buy American complaints ""hotline"" is available at http://www.gc.energy.gov/ and http://www1.eere.energy.gov/recovery/buy_american_provision.html.",Administration Takes Action on Schauer 'Buy American' Demands
0,Mark Schauer,"Mr. SCHAUER. Mr. Speaker, I ran for Congress to support ideas, no matter whose they were, to get our economy going. Well, unemployment rates across my district in Michigan are gradually falling. There are 23,000 people that I represent that will lose their lifeline by the end of the year unless the Republicans end their filibuster in the Senate.Let's be clear: Our economy will worsen and our deficit will worsen if unemployment benefits aren't extended. I repeat that: Our economy will worsen and our deficit will worsen if unemployment benefits aren't extended at this critical time. Don't take my word for it--economists of all political stripes agree. Even JOHN MCCAIN's economic adviser, Mark Zandi, said, No form of the fiscal stimulus has proved more effective during the past 2 years than emergency unemployment insurance benefits providing a bang-for-the-buck of $1.61 for every dollar of unemployment benefits.It's time for us to act to provide a lifeline and help our economy.",Extend Unemployment Benefits
0,Mark Schauer,"BREAK IN TRANSCRIPT.Mr. SCHAUER. Thank you, Congresswoman. I'm proud to be here tonight to talk about our recovery, our economic recovery, about jobs, about a manufacturing agenda, and a ``made it in America'' agenda.The people that I represent in Michigan understand that we have a fundamental problem with our economic recovery, and that is unfair trade policies that have cost us in Michigan hundreds of thousands of jobs.I've cosponsored a bill to repeal NAFTA. I know there are different views on that. My views are very clear, that we need to support trade policies that put American jobs and American workers first.The people at home that I represent have heard me say it, and I'm proud to say it on the floor of the House of Representatives here today. The time is now to fight for American jobs. The time is now to fight for American jobs.There's an issue that I'm working on that I think I've gotten some attention of certainly Democratic leadership that wants to fight for American jobs and manufacturing and American workers, and I think this is an issue where my friends on the other side of the aisle will embrace as well. I've already got one Republican cosponsor on H.R. 5312. And it's a very simple issue. It's about fairness. It's about fair trade rather than trade policies that, again, have cost us millions of jobs in this country.What I learned as I've been fighting for fair trade and giving our businesses, small businesses and large, an opportunity to make things again in my State and in this country, is that we have been using our tax dollars to support and create jobs in China rather than jobs here in the United States of America. As I dug into this issue, quite innocently, I was looking through some census promotional materials, and I was shocked to find that some of those materials to promote something that I support 110 percent, the United States Census, each of our communities needs to get its fair share of dollars to support education and housing and public safety, and so forth, but some of these promotional materials, you guessed it, were made in China.This is a key ring that--I carry this everywhere I go. And I show small businesses, tool and die shops, small manufacturers, they tell me that they could tool this little key chain, and it says, United States Census 2010. They could have the tooling done, they could have their manufacturing process ready in 1 week to make this little metal key chain.Now, what you may not be able to see at home, you may not be able to read where it says United States Census. And again, I want to remind you that your tax dollars are paying for this. There's a little sticker, and you guessed it, it says ``made in China.''Now, we can and we should make this with our tax dollars here. Now, China, when they joined the World Trade Organization in 2001, did not sign the government----BREAK IN TRANSCRIPT.Mr. SCHAUER. I have. Thank you for asking me that. I've heard a couple of interesting answers.And I also have a hat. The people that I represent at home see me with this hat. It's white, a very poor quality hat that says ``United States Census 2010,'' you guessed it, made in China. And the United States Census says, well, if products are substantially altered, substantially altered--this sounds like bureaucratic speak--can qualify as made in America.So I guess what they consider substantially altered is this little metal key chain that was made in China, apparently had the ``United States Census 2010'' printing done in the U.S., and that's substantially altered. The hat that I usually have with me--I don't have it tonight--same thing: the hat is made in China.BREAK IN TRANSCRIPT.Mr. SCHAUER. It satisfies the Buy American provision. I actually met with Commerce Secretary Gary Locke about this--and by the way, I have been appointed to the President's Export Council, and I plan to work on these American jobs issues--is if there are certain orders that have to be done quickly, that there is a loophole.BREAK IN TRANSCRIPT.Mr. SCHAUER. The point is there is no good answer. And so we as Democrats have to look at--we have to scour the law, all of our laws, and look at Buy American provisions and make sure there are no loopholes like these that allow our tax dollars to create jobs in other countries. It's not just China. There are T-shirts, I think it was, made in Honduras and so forth.BREAK IN TRANSCRIPT.Mr. SCHAUER. I was in Reading, Michigan, at a small business appreciation dinner. And I took the hat, took the key chain, and I said, Can anyone here make these? Hands went up. I mean, we can make these things. We do. And, in fact, when I testified before the House Ways and Means Committee on this issue, Congressman Sandy Levin held a hearing on our trading relationship with China. And the other thing that the Census Bureau says is, well, we don't make these things here, or we don't put them out--you know, we can't find folks here in the United States that make these.I took seven or eight hats from my office representing different groups in my district. One was from Grand Ledge High School, their baseball team cap. They were all made in America. And of course those items were of a much better quality than the hat that was made in China.My ultimate point is that China has been playing us for fools. China has been playing us for fools. They are eating our lunch. We are letting them do it. And so it's time for us collectively as Democrats, and I hope our Republican colleagues join us in this fight, it's time to fight for our jobs. This is a simple matter of fairness.I will sum up this issue that what my bill does, it's a straight issue of reciprocity, a true fair trade issue. And the way it works is that we will allow Chinese companies the same access to our government contracts as China's government is allowing our companies to have access to their government contracts. So if that number in China is zero, then you guessed it, no Chinese company will have access to our government contracts. If the number is a million, then there will be straight reciprocity. So it's time for us to decide which jobs we are going to use our tax dollars to support. And I think the answer for us as Democrats is those jobs are American jobs.BREAK IN TRANSCRIPT.",The Country's Economic Future
0,Mark Schauer,"Today Congressman Mark Schauer (D-MI) voted to rein in Wall Street, end taxpayer bailouts of big banks, and create a consumer financial protection bureau that finally puts consumers first. The Wall Street Reform and Consumer Protection Act will end the era of abuses by ""too big to fail"" banks that have cost the American people 8 million jobs and $17 trillion in retirement savings and net worth.""The party's over for the high-flying Wall Street CEOs that drove our economy off a cliff,"" said Schauer. ""We simply can't afford to waste another penny on taxpayer-funded bailouts for big banks, while Michigan families and businesses are struggling to make ends meet. This is about doing what's fair. This bill will protect consumers, crack down on the risky practices that put our entire economy at risk, and help lay the groundwork to get our economy back on track.""The Wall Street Reform and Consumer Protection Act will help prevent the risky financial practices that led to the financial meltdown and stop large financial firms from gambling with Americans' retirement and college savings and home values. In addition, taxpayers will no longer pay the price for Wall Street's irresponsibility. The bill creates a process to shut down large, failing firms whose collapse would put the entire economy at risk. After exhausting all of the company's assets, additional costs would be covered by a ""dissolution fund,"" to which all large financial firms would contribute.The bill will create the Consumer Financial Protection Bureau (CFPB), a new consumer watchdog devoted to protecting Americans from unfair and abusive financial practices. This independent bureau will provide clear and accurate information to families and small businesses to ensure that bank loans, mortgages, and credit cards are fair and affordable. Just like the FDA does for medical safety, the CFPB will set safety standards to prevent practices such as hidden credit card fees, deceptive ""fine print,"" and other financial abuses that have escaped oversight so far.The bill has been called the ""strongest set of Wall Street reforms in three generations"" by Elizabeth Warren, Chair of the nonpartisan Congressional Oversight Panel, and has been endorsed by the AARP, Consumer Federation of America, Consumers Union, Council of Institutional Investors, National Fair Housing Alliance, National Restaurant Association, Public Citizen, SEIU, and US PIRG, among other organizations. The bill was publicly debated for more than 50 hours, and includes over 70 Republican and bipartisan amendments.","Schauer Votes to Hold Big Banks Accountable, Protect Michigan Consumers"
0,Mark Schauer,"Today Congressman Mark Schauer (D-MI) issued the following statement in response to the discovery of Asian Carp in Lake Calumet, which is part of the Chicago Waterway System and only six miles downstream from Lake Michigan:""The presence of Asian Carp in Lake Calumet is a warning alarm for disaster in our Great Lakes. This invasive species has the potential to cripple Michigan's $7.5 billion fishing and boating industry, and threaten the 800,000 jobs it supports. We can't afford to ignore this alarm.We have a chance to fix this situation now before the damage is done. Michigan is known for its beautiful lakes and beaches, and our tourism industry is vital in keeping our workers employed. While we must continue working on permanent solutions to keeping Asian Carp out of our waterways, there are steps we can take now, such as closing locks and separating waterways, that will address the situation right now before it becomes too dire. We must be aggressive in protecting Michigan's jobs and precious natural resources.""",Schauer Comments on Asian Carp Discovery in Lake Calumet
0,Mark Schauer,"Today Congressman Mark Schauer (D-MI) sent a letter to Vice President Joe Biden calling on the Administration to crack down on unscrupulous firms that have received energy efficient lighting contracts under the American Recovery and Reinvestment Act by changing the labels on products that were 100% made in China to say ""Made in the U.S.A."" The case was brought to Schauer's attention by Full Spectrum Solutions, a Jackson-based business which produces energy efficient lighting products and has lost contracts due to fraudulent labeling.""This is about basic fairness, and making sure American taxpayer dollars create jobs for American workers,"" said Schauer. ""It's time to crack down on the bad actors that are blatantly violating the ""Buy American' provision in the Recovery Act and using our tax dollars to create jobs in China. The Administration has a responsibility to enforce our laws so local businesses like Full Spectrum can compete fairly and create jobs right here in Michigan - and the time to act is now.""Section 1605 of the Recovery Act clearly states that none of the appropriated funds may be used for a public work, ""unless all of the iron, steel, and manufactured goods used in the project are produced in the United States."" While waivers are available in certain circumstances, none have been granted by the Department of Energy regarding the types of energy efficient lighting products made by Full Spectrum Solutions.Along with Full Spectrum Solutions, at least seven other American lighting companies in Michigan, Missouri, Georgia, and California have been affected by mislabeled Chinese products.In his letter to Vice President Biden, Schauer proposed several solutions to address this issue:A mechanism for businesses to report violations they believe to exist, and receive responses ""at the speed of business."" o Businesses in a particular industry are the parties most likely to be aware of the supply chains in their industry; in particular they are likely to have more information than local units of government about where and how products in their industry are made. o For reasons of accountability, such a mechanism should not be an anonymous system. o Complaints should be required to be accompanied by evidence that substantiates them at the time of submission.Increased awareness among buyers at all levels of government about this type of fraudulent activity so those who want to Buy American, or who are required to, can truly do so.An up-to-date, on-line resource for potential buyers that lists companies who have been found in violation of Buy American provisions, and companies against whom complaints are outstanding, so buyers can have access to that information as they are reviewing bids they receive.Increased public awareness about this type of fraudulent activity so consumers who want to Buy American will know to watch for it.More effective civil and criminal penalties to provide a practical, functional deterrent to businesses engaging in this sort of fraud.",Schauer Calls on Administration to Crack Down on Firms that Violate ARRA 'Buy American' Provisions
0,Godfrey Dillard,Driving is a necessity. As a state we should be doing more to make sure we can train and license as many people as possible to drive. Removing the high cost of getting a license is just one way we can train more people to be safe drivers. Godfrey Dillard is your consumer advocate dedicated to finding ways to reduce the costs and fees for all licensing from boats to motorcycles as well as the yearly requirement for vehicle registrations.,Issue Position: Reduce Fees
0,Godfrey Dillard,"People are not products or inventory in a grocery store. How much information is stored in your bar-code, who is your personal information being shared with and what happens to your information every time someone swipes your license through a machine? Godfrey Dillard is committed to protecting your private information and making oversite of your privacy a number one priority. Time to pull back the veil of secrecy covering the use of our private, bar-coded information.",Issue Position: Protect Privacy
0,Godfrey Dillard,Godfrey Dillard will make it easier to keep your license and tabs up to date by increasing the number of clerks as well as advocating for multiple year tabs and registration so you don't have to pay every year for the rest of your life just to have a license plate. We can do better than that. You deserve more on your birthday.,Issue Position: No More Long Lines
0,Gary Peters,"In Letter to President and Congressional Leaders, Gary Peters Calls for Action to Support Auto IndustryCongressional candidate Gary Peters today sent a letter to President Bush and bipartisan Congressional leadership, urging them to take action to aid Michigan's struggling automotive industry.Peters, who has more than twenty years experience in business, and who represented a large part of southeastern Oakland County in the Michigan Senate, called for investment in low-cost loans and public-private partnerships to help the auto industry retool.""Skyrocketing gas prices have severely undermined our automotive industry,"" wrote Peters in his letter. ""I would request that you include substantial funding for low interest loans for the domestic automotive industry to retool and refit its operations to produce the next generation of low-emissions, alternative fuel vehicles.""While Gary Peters has made investment in next generation, alternative energy technologies a centerpiece of his plan to rebuild Michigan's economy, incumbent Congressman Joe Knollenberg has continued to back tax breaks for oil companies instead of promoting alternative energy.""Michigan's economy is facing unprecedented challenges, and we must take action now to help our auto industry and to create new jobs,"" Peters said. ""Over the past eight years, the Bush-Knollenberg economy has cost us 400,000 jobs. Michigan is ready to take the lead in new, alternative energy industries, and we need leaders in Washington who will work to help move Michigan forward - instead of holding us back.""On May 21st, 2008 Knollenberg voted against extending critical tax incentives for alternative energy (HR 6049), and on August 4th, 2007, Knollenberg voted to protect tax subsidies for the oil industry instead of using those resources to help states like Michigan invest in energy conservation - which would help bring down the price of gasoline (HR 2776).To date, Knollenberg has taken over $66,000 in campaign contributions from the oil and gas industries, according to the independent campaign finance research website OpenSecrets.org.Gary Peters is committed to putting Michigan jobs and industries first, and he refuses to accept campaign contributions from Big Oil interests.","In Letter to President and Congressional Leaders, Gary Peters Calls for Action to Support Auto Industry"
0,Gary Peters,"Issue Position: Jump-Starting Michigan's EconomyFor the first time in the five generations that my family has lived in Oakland County, parents are starting to fear that they may not be able to provide as good a life for their children as the one their own parents gave them. I understand that feeling, and I know that's why we need to take action now to create jobs, invest in our businesses, give our workers a level playing field, and get Michigan's economy moving forward again.In Congress, I will take immediate action to:* Cut taxes for the middle class and small businesses;* Take away taxpayer-funded subsidies for Big Oil companies that are making record profits and charging us record prices at the pump and use that money to support new alternative energy industries;* Vote to get rid of tax breaks to companies that ship jobs overseas and instead give tax breaks to companies that create jobs here at home.Create JobsMichigan has lost over 94,000 jobs in just the first six months of 2008. And while President Bush and his followers in Washington have continued to pursue disastrous economic and fiscal policies, Michigan's economy has suffered the longest, sustained period of job losses since the Great Depression.Michigan is poised to take the lead in the emerging alternative energy industry, advanced biofuels and fuel cell technologies, and the next generation of fuel-efficient vehicles. We have an incredibly strong entrepreneurial tradition, along with an established industrial base, experienced workers, and some of the finest colleges and universities in the world.As America looks for new answers to our energy crisis, Michigan's universities and engineers can be developing new technologies, and our factories can be turning out wind turbines, solar cells, advanced batteries, and plug-in hybrid cars.We can't afford to wait any longer; we need to act now to invest in Michigan's economy. In Congress, I will work to end the failed policies of the Bush Administration that have cost us hundreds of thousands of jobs, and I will vote to invest in research and development to spur the growth of new technologies - like alternative energy and next generation vehicles - right here in Michigan.Restore the Strength of our Manufacturing and Automotive IndustryThe auto industry and manufacturing have formed the backbone of Michigan's economy over the past century, and I believe they will once again lead the way to as we work together to get our economy moving forward again.Our automotive industry has been hit harder by rising gas prices and this Administration's failed economic leadership than nearly any other industry in America. We need leaders who are willing to make a serious investment in American businesses and American workers, rather than keeping us locked in the policies of the past.In Congress, I will work to promote public-private partnerships with government, educational institutions, and the private sector working together to spur the development of fuel efficient vehicles, including hydrogen fuel cell automobiles and plug-in hybrids, and work to get those vehicles on the market and on the road as soon as possible.In the last six years alone, the U.S. has lost over 3 million manufacturing jobs. We must act now to restore the strength of our automotive and manufacturing industries here in Michigan, and our actions must be bold.A Level Playing Field for Michigan WorkersWhen the playing field is level, and the rules are fair, American workers and businesses can out-compete and out-perform any workers in the world. Unfortunately, the Bush Administration and its followers have pursued an unfair trade policy that has forced American workers to compete with sweatshops, child labor, and countries that violently suppress the rights of working men and women.In order to ensure a fair playing field, trade agreements must include fair labor protections and environmental standards, and they must be enforceable. In Congress, I will work to require that countries like China and Korea play by international rules, and I will insist that the World Trade Organization (WTO) address currency manipulation and non-tariff barriers that prevent the importation of American goods into certain foreign markets.I will also support the American Manufacturing Initiative (AMI), spearheaded by Senator Levin and Congressman Dingell. The AMI recognizes that our manufacturers are not just competing against foreign companies but rather they are competing against entire foreign countries that aggressively support their manufacturers. We must do the same.Health CareAnother factor that puts American workers and businesses at a disadvantage is the skyrocketing cost of health care. Unlike every other developed nation, the United States does not guarantee health care to our citizens. This places the burden of health care costs squarely on the shoulders of our businesses, drives up operating costs and puts us at a competitive disadvantage.One of my first priorities in Washington will be making sure that every American has access to affordable, high-quality health care and the choice of a family doctor they trust: a plan they choose, and coverage that can't be taken away if someone changes jobs or gets laid off. Read more about health care here.Invest in Small BusinessesJust like the auto industry and our manufacturing sector, small businesses are being hurt by the rising costs of fuel and health care, and many are struggling to break even.As a businessman and investment advisor, I know first-hand what is necessary for a small business to grow and thrive.In the Michigan Senate, I worked to cut taxes for small businesses to help them create good paying jobs here in Michigan. I voted to exempt small businesses from having to pay taxes on wages for new employees, and to allow businesses to deduct unemployment expenses, FCTA taxes, and workers compensation costs.In Congress, I will work to cut taxes for small businesses and provide incentives for them to invest in new equipment and new facilities - and to hire new employees. The economic stimulus package passed by Congress this year was a good start, but we need to do even more to ease the burden on small businesses and enable them to grow and thrive.",Issue Position: Jump-Starting Michigan's Economy
0,Gary Peters,"I know a thing or two about fiscal discipline. I've consistently balanced budgets in both the private and public sectors and I will demand the same in Congress.As the Commissioner of the Michigan State Lottery, I raised record amounts of money for our public schools while operating under budget every year. During my four-year tenure as Commissioner, the Lottery increased sales by nearly $600 million and I am proud to report that our expenses came in $13 million below budget.issues_fiscalIn my eight years as an Oakland County State Senator, I ran such a tight ship that I returned the equivalent of an entire year's worth of office expenses back to the state treasury.In Congress, I will fight for pay-as-you go budgeting. I will support fiscally responsible policies that reduce the deficit and help our economy grow without saddling our children with monstrous debts. Record spending and out of control ""earmarks' that benefit special interests at the expense of others are offensive to all Americans who work hard and sacrifice every day to live within their means.Both Democrats and Republicans are responsible for this problem and fixing it will require a bipartisan commitment to fiscal integrity.We need to send people to Congress that will say no to the ""old school' politics of the past and demand reform. I believe that Congress must reform the way it does business and that ""old school' politicians should find another line of work.",Issue Position: Fiscal Discipline
0,Gary Peters,"As we work to get our economy back on track, we must realize that education is a central component of economic development. If America does not lead the world in education, our future workforce will be less productive and less globally competitive. I am committed to a strong public education system that provides children with the skills they need to succeed in the 21st century economy. That means access to quality public schools for all children and an affordable college education for all who pursue one. As a member of the Science and Technology Committee, I recognize the need to bolster science, technology, engineering, and math programs in our public school system. These investments benefit our children now and strengthen America's long-term economic success.-Investing in our Public Schools-Making College More AffordableInvesting in our Public SchoolsA healthy public education system is critical to ensuring America's children grow up with the skills they need to be competitive in the 21st century global economy. Many states are facing severe budget shortfalls and have already been forced to make cuts to K-12 education. Federal action was necessary to help ensure the recession did not cause our children's education to suffer. That's why I voted to bring over $3 billion in investments to Michigan's schools, $52 million for Oakland County schools alone, through the American Recovery and Reinvestment Act (also known as the stimulus bill). In order to provide relief to local schools and ease the burden on state budgets, the ARRA provided federal IDEA and Title 1 grants as well as investments in school modernization construction and direct help to local school districts with budget shortfalls through State Stabilization fund. While some see education and economic development as separate issues, I believe they are one in the same. The education investments in the economic recovery plan will create new jobs now make America's workforce more globally competitive.One of the most important pieces of legislation affecting K-12 education, the ""No Child Left Behind Act"" (NCLB,) will come up for reauthorization this year. While the original goals of improving student achievement and holding schools and teachers to tougher accountability standards should be maintained, the Act has put an underfunded federal mandate on our local districts for years and significant modifications to the legislation are needed to fully achieve its goals. I support changes that maintain original goals of NCLB while also easing the burden of unfunded mandates, revising Adequate Yearly Progress (AYP) standards and sanctions and providing reasonable flexibility to states and local schools.Fighting for Local SchoolsA difficult State budget environment has affected all residents, and schools have been especially hard hit. Michigan's FY10 School aid budget included a $165 per pupil cut, and a $51 million cut for 41 districts knows as ""20j"" districts. The 20j cuts were particularly painful for Michigan's 9th District, hitting 7 local districts and amounting to over $10 million in cuts. In response to 20j and additional education cuts, I contacted State leaders raising concerns about the loss of federal monies that could occur if the State education cuts remain. I fought for years to maintain funding at our 20j districts as a state senator, and I will continue to speak out against cuts for our kids now.Return to TopMaking College More AffordableAs tuitions across the country continue to rise, more and more Michigan families are finding it impossible to finance their child's education. Congress must act to ensure that students who work hard can afford a college degree. As a former college professor and a parent, I understand the value of higher education and the challenges Michigan students face when confronted with rising tuition costs and a tough economy. Today's global economy increasingly demands that students complete some post-high school education to be successful and compete with workers around the world. While some view education and the economy as separate issues, I have always insisted they are one in the same. A federal investment in education is an investment in our economic stability; nothing could be more important. That's why one of the first bills I introduced after coming to Congress in January, the Helping Families Afford to Work Act, would create a tax credit of up to $5,000 per student for tuition and related expenses for up to five years of post secondary education. I also voted to increase the maximum Pell Grant Award by $500 to $5,350 for 2009-2010 and to $5,550 for 2010-2011. This increase will help more students pay for their college education. The American Recovery and Reinvestment Act (also known as the stimulus bill) provided investments in postsecondary education through the State Stabilization Fund. This additional funding helped colleges and universities prevent faculty and staff layoffs, maintain or expand their student enrollment and create jobs though repairs, renovations and modernizations on campus.In September of 2009, the House of Representatives passed landmark legislation that represents the greatest investment in higher education in congressional history. The Student Aid and Fiscal Responsibility Act bill stops government subsidies for private lenders, saving taxpayer dollars. By converting all federal lending to direct loans, rather than routing loans through agencies that skim off the top, the bill saves $87 billion over ten years, some of which will used for the Pell Grant and Perkins Loan Program to provide more students with help paying for college, while the remainder will be used to help pay down the deficit. I was a proud supporter of this outstanding bill and hope to see it signed into law this year.",Issue Position: Education
0,Gary Peters,"Gary Peters understands that if Michigan is going to turn around, we must also move quickly to seize opportunities in new, innovative high-tech industries that create good-paying jobs. We simply cannot afford to let China or any other nation lead in these new industries of the future. Gary authored and passed legislation to help Michigan keep its lead in advanced vehicle manufacturing and make it a leader in alternative energy production which will reduce our dependence on foreign oil and save consumers money at the pump while creating Michigan jobs. Peters fought for another measure that has helped Michigan achieve rapid growth in advanced battery companies moving to the state. Peters also supports a $7,500 credit for families that purchase advanced plug-in hybrid cars to help speed these technologies to the market.In addition to advanced vehicle technologies, Peters sees great opportunity for Michigan to lead in the renewable energy manufacturing, such as wind turbines and solar panels. He backs the new Manufacturing Investment Tax Credit for companies investing in energy production facilities and supports expanded research and development to unleash American know-how.Peters Plan to Create jobs in New, Emerging Industries Includes:* New support for advanced vehicle technology development to reduce our dependence on oil, save consumers money at the pump and create Oakland County jobs* Major investments for smart grid, advanced battery technology;* Tax cuts for clean, renewable energy including a new manufacturing investment tax credit for investment in advanced energy facilities;* $7,500 credit for families that purchase plug-in hybrid vehicles;* Expanded research and development in new energy technology.",Issue Position: Creating Jobs - New Industries
